datetime,picture_file,latitude,longitude,temp_cpu,temp_h,temp_p,humidity,pressure,pitch,roll,yaw,mag_x,mag_y,mag_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
2021-04-16 22:13:45.046363,atlantes_590.jpg,11.755802288082249,116.49947674815932,48.69,33.6,30.92,30.75,983.11,3.11,37.83,35.05,33.1961,-14.9815,30.2822,-0.002715,0.027678,0.016815,0.302782,0.104667,0.002131
2021-04-16 22:14:00.046471,atlantes_591.jpg,12.504232219217444,117.06522131711148,48.69,33.66,30.91,30.41,983.13,352.4,171.6,69.63,32.8498,-14.8207,30.4087,-0.002715,0.028407,0.017546,0.303393,0.10314,0.000299
2021-04-16 22:14:15.046596,atlantes_592.jpg,13.251207320059425,117.63462686745876,48.15,33.55,30.91,30.61,983.07,331.7,291.59,42.71,33.0307,-14.6804,31.926,-0.005677,0.029863,0.013647,0.301865,0.105278,0.000604
2021-04-16 22:14:30.046738,atlantes_593.jpg,13.996626845317937,118.2079392860113,48.69,33.57,30.91,30.74,983.09,8.81,90.05,51.1,32.5832,-14.7038,33.0112,-0.00469,0.030106,0.015597,0.299422,0.103751,-7e-06
2021-04-16 22:14:45.046891,atlantes_594.jpg,14.74039004970272,118.78541811995753,48.69,33.66,30.91,30.66,983.07,337.97,218.58,65.86,32.4917,-14.583,33.5768,-0.002468,0.030835,0.019008,0.301255,0.105889,-0.000923
2021-04-16 22:15:00.047009,atlantes_595.jpg,15.482387650187055,119.36728193535092,48.69,33.6,30.91,30.76,983.05,2.96,37.93,37.75,32.3059,-14.3948,34.5214,-0.003456,0.030349,0.013891,0.300949,0.10314,-0.001839
2021-04-16 22:15:15.047026,atlantes_596.jpg,16.222517193933392,119.95380393975826,47.62,33.66,30.92,30.62,983.11,352.75,171.99,72.56,32.2198,-14.9646,35.8061,-0.002962,0.030349,0.019496,0.307363,0.10314,-0.001229
2021-04-16 22:15:30.055609,atlantes_597.jpg,16.960667690367718,120.545243680368,48.69,33.64,30.91,30.36,983.11,330.66,291.86,45.55,32.0607,-15.0853,36.741,-0.003456,0.029135,0.015109,0.302782,0.105583,0.001215
2021-04-16 22:15:45.055647,atlantes_598.jpg,17.696724733821434,121.14184704399027,48.15,33.58,30.91,30.64,983.07,9.56,89.24,54.6,32.0434,-14.8575,37.1659,-0.002962,0.030106,0.015353,0.300949,0.103445,0.000299
2021-04-16 22:16:00.055754,atlantes_599.jpg,18.430575626173237,121.74388723819187,48.15,33.58,30.91,30.71,983.1,338.21,218.44,69.83,31.427,-14.8652,37.7532,-0.002962,0.028892,0.015109,0.300338,0.104972,-7e-06
2021-04-16 22:16:15.055854,atlantes_600.jpg,19.16210083911265,122.35163747053961,47.62,33.68,30.9,30.71,983.1,3.23,37.7,41.88,31.3443,-14.7224,38.987,-0.003949,0.030835,0.018277,0.301865,0.105889,0.002131
2021-04-16 22:16:30.055971,atlantes_601.jpg,19.891177429234613,122.96538460897861,47.62,33.64,30.91,30.8,983.1,353.1,171.14,77.21,30.9932,-14.7839,39.0536,-0.004443,0.029863,0.017302,0.301865,0.102834,0.000604
2021-04-16 22:16:45.055992,atlantes_602.jpg,20.61768416068136,123.58538820069735,47.62,33.58,30.91,30.65,983.09,332.02,290.74,50.15,30.6668,-15.1341,39.9137,-0.003209,0.030835,0.015597,0.301865,0.103445,-7e-06
2021-04-16 22:17:00.056034,atlantes_603.jpg,21.341487844764075,124.2119487740193,48.69,33.6,30.91,30.9,983.08,10.58,88.83,58.94,30.1796,-14.7035,41.0864,-0.004196,0.031806,0.018765,0.304309,0.104972,-0.000312
2021-04-16 22:17:15.056092,atlantes_604.jpg,22.062460415435815,124.84533953651126,48.15,33.64,30.9,30.77,983.09,339.81,218.09,74.21,29.9962,-14.5286,41.8564,-0.001728,0.030349,0.017059,0.302171,0.105889,-7e-06
2021-04-16 22:17:30.056238,atlantes_605.jpg,22.7804635613659,125.4858883372534,48.69,33.55,30.91,30.68,983.07,3.7,37.28,46.17,30.2962,-14.2673,42.3249,-0.002468,0.030835,0.012185,0.299727,0.104667,0.001215
2021-04-16 22:17:45.056304,atlantes_606.jpg,23.49535726367633,126.13388204419086,48.69,33.57,30.9,29.96,983.06,353.09,171.51,80.16,29.8069,-14.5909,42.3638,-0.004196,0.028892,0.01121,0.305225,0.104667,0.000909
2021-04-16 22:18:00.056432,atlantes_607.jpg,24.20699638084725,126.78962118564709,48.15,33.55,30.9,30.44,983.05,332.53,291.35,53.25,30.212,-14.8964,43.458,-0.00469,0.029863,0.017302,0.303393,0.105583,0.000299
2021-04-16 22:18:15.056468,atlantes_608.jpg,24.915234063811504,127.45344727108063,48.15,33.68,30.91,30.67,983.06,10.11,89.58,62.09,29.9495,-14.2825,44.2605,-0.003456,0.030106,0.014866,0.301865,0.102223,-7e-06
2021-04-16 22:18:30.056492,atlantes_609.jpg,25.619913218218183,128.12564716843661,48.69,33.58,30.9,30.67,983.07,338.92,218.3,76.51,29.4506,-14.5132,45.2667,-0.004937,0.029863,0.013891,0.302171,0.103751,-0.000312
2021-04-16 22:18:45.056546,atlantes_610.jpg,26.320876749716373,128.80657604755186,48.15,33.64,30.91,30.94,983.07,2.67,38.01,47.69,29.0813,-15.0658,45.0489,-0.002962,0.02865,0.017302,0.300949,0.106194,0.000604
2021-04-16 22:19:00.056622,atlantes_611.jpg,27.017960733766,129.49656175750656,48.69,33.49,30.9,30.45,983.03,351.84,178.64,83.48,28.5931,-14.8683,46.4109,-0.003456,0.029135,0.014622,0.300644,0.105583,0.000909
2021-04-16 22:19:15.056738,atlantes_612.jpg,27.710996123185097,130.19593214738083,48.15,33.68,30.9,30.69,983.03,354.19,7.79,44.63,28.3292,-13.742,47.4288,-0.002468,0.029621,0.016084,0.300033,0.106805,0.001826
2021-04-16 22:19:30.056875,atlantes_613.jpg,28.399807040602543,130.90504238701155,48.69,33.66,30.9,30.68,983.04,1.6,148.73,80.53,28.2108,-14.1771,47.5106,-0.004196,0.03132,0.014866,0.301865,0.104972,0.00152
2021-04-16 22:19:45.057052,atlantes_614.jpg,29.08421248600533,131.62424764623557,48.69,33.51,30.9,30.5,983.02,332.33,269.84,63.34,27.7679,-14.8726,47.775,-0.002468,0.030106,0.015109,0.302171,0.104972,0.001215
2021-04-16 22:20:00.057203,atlantes_615.jpg,29.764024629191283,132.3539030948897,48.69,33.68,30.9,30.62,983.03,11.63,73.63,60.74,27.2667,-14.3712,48.6992,-0.003703,0.030592,0.014866,0.303393,0.102834,0.000909
2021-04-16 22:20:15.057325,atlantes_616.jpg,30.43904880976906,133.09436390281076,48.69,33.7,30.9,30.56,983.03,344.23,206.58,82.69,27.1358,-14.1982,49.322,-0.002222,0.030349,0.013891,0.303698,0.10314,0.000299
2021-04-16 22:20:30.057332,atlantes_617.jpg,31.10909036734731,133.845998900214,48.69,33.57,30.9,31.07,983.0,2.45,27.98,50.82,26.661,-14.4024,49.639,-0.002962,0.029378,0.014134,0.302782,0.105278,0.000299
2021-04-16 22:20:45.057342,atlantes_618.jpg,31.773934150967182,134.60919057769289,48.15,33.7,30.91,30.64,983.01,357.05,165.2,86.4,26.5049,-14.5615,50.1081,-0.003456,0.027436,0.014866,0.299422,0.105583,0.000299
2021-04-16 22:21:00.057432,atlantes_619.jpg,32.433375254953575,135.38432142584094,48.69,33.6,30.91,30.65,983.02,332.67,284.7,62.07,26.6214,-14.7475,50.8366,-0.004196,0.027678,0.017546,0.303087,0.102223,0.00152
2021-04-16 22:21:15.057498,atlantes_620.jpg,33.08718486796929,136.1717739352517,48.15,33.74,30.92,30.64,983.03,11.52,84.33,67.64,25.6565,-14.2522,51.3701,-0.003703,0.030106,0.017059,0.301865,0.104667,0.000909
2021-04-16 22:21:30.057748,atlantes_621.jpg,33.735134178677136,136.97191693614036,48.69,33.66,30.92,30.85,983.01,341.61,214.62,85.05,25.9614,-14.3478,50.9574,-0.004196,0.028892,0.017302,0.298811,0.102834,-0.000312
2021-04-16 22:21:45.057867,atlantes_622.jpg,34.37699096064533,137.7851602398571,48.69,33.6,30.92,31.18,983.03,3.45,34.05,55.58,25.1812,-13.8791,51.9365,-0.003949,0.031563,0.018034,0.303087,0.105278,0.00152
2021-04-16 22:22:00.057884,atlantes_623.jpg,35.012509327063746,138.6118999973738,48.15,33.51,30.92,31.22,983.02,354.23,169.13,89.8,24.7586,-14.0841,51.6903,-0.004196,0.031077,0.013891,0.302476,0.105278,0.000604
2021-04-16 22:22:15.057926,atlantes_624.jpg,35.64142973074394,139.4525050389056,48.69,33.58,30.93,30.97,983.03,332.41,288.17,63.21,24.8622,-14.0426,52.5923,-0.003703,0.030592,0.016328,0.301255,0.104056,0.001215
2021-04-16 22:22:30.058111,atlantes_625.jpg,36.2634994546866,140.30739883618108,48.69,33.6,30.93,30.58,983.04,10.54,87.06,70.49,24.4006,-13.7412,52.5186,-0.003703,0.031563,0.018765,0.302476,0.10314,0.000909
2021-04-16 22:22:45.058186,atlantes_626.jpg,36.87844187623036,141.17696387979373,48.69,33.58,30.93,30.38,983.05,339.68,216.5,86.5,24.3324,-13.5188,53.0934,-0.003456,0.028892,0.014866,0.302171,0.104972,0.002131
2021-04-16 22:23:00.058291,atlantes_627.jpg,37.485980372713826,142.0616099810938,48.69,33.6,30.94,30.87,982.99,2.57,35.76,57.23,23.6165,-13.6824,54.0219,-0.004196,0.028407,0.016815,0.300033,0.104972,0.000604
2021-04-16 22:23:15.058316,atlantes_628.jpg,38.08582466109727,142.9617059702964,48.15,33.6,30.94,30.64,982.98,353.28,169.65,91.84,23.3068,-13.8595,54.1481,-0.002468,0.030349,0.013891,0.303698,0.10711,0.002437
2021-04-16 22:23:30.058356,atlantes_629.jpg,38.6776776281518,143.87764799837345,48.69,33.66,30.94,30.5,983.01,331.81,289.58,64.64,22.8054,-13.409,54.229,-0.003209,0.030106,0.014134,0.304004,0.106805,-0.000312
2021-04-16 22:23:45.058385,atlantes_630.jpg,39.26123533045935,144.80981855591847,48.69,33.53,30.94,30.74,983.03,9.83,87.99,72.49,22.4092,-13.2695,54.2459,-0.002468,0.029378,0.015353,0.299422,0.105583,0.000909
2021-04-16 22:24:00.058512,atlantes_631.jpg,39.836176749128924,145.75860013352494,47.62,33.68,30.95,30.85,983.01,338.28,216.25,88.49,22.6591,-12.7226,55.213,-0.002222,0.030835,0.014378,0.300338,0.105889,0.00152
2021-04-16 22:24:15.058544,atlantes_632.jpg,40.40218428036413,146.72436156140805,48.15,33.6,30.95,30.73,983.02,1.66,37.41,58.63,22.2218,-13.026,55.5472,-0.003209,0.030106,0.017546,0.304004,0.105583,-7e-06
2021-04-16 22:24:30.058716,atlantes_633.jpg,40.95891299961187,147.70743068864797,48.15,33.6,30.95,30.8,983.0,351.67,177.63,94.37,21.8512,-12.8187,55.9853,-0.002715,0.029135,0.015353,0.300338,0.106194,0.000909
2021-04-16 22:24:45.058778,atlantes_634.jpg,41.50602481250823,148.70816268508156,48.15,33.76,30.96,31.05,983.0,353.03,7.18,56.03,21.7155,-12.9335,55.9615,-0.003949,0.029621,0.016815,0.303087,0.105889,0.001215
2021-04-16 22:25:00.058898,atlantes_635.jpg,42.04316796431096,149.72688539978898,48.15,33.64,30.96,31.04,982.99,0.16,147.2,91.74,21.6199,-12.6536,56.9175,-0.002715,0.030106,0.01316,0.301255,0.104056,0.00152
2021-04-16 22:25:15.058925,atlantes_636.jpg,42.569977039899456,150.76389936109368,48.15,33.72,30.97,30.7,982.98,330.89,269.01,74.33,21.1331,-12.5404,56.6778,-0.003949,0.030106,0.018521,0.300644,0.105583,0.001215
2021-04-16 22:25:30.059072,atlantes_637.jpg,43.08608320905854,151.81947777656245,47.62,33.68,30.97,30.96,982.98,9.13,73.21,70.2,21.0836,-12.1457,57.0545,-0.002962,0.029378,0.016084,0.301865,0.1065,-0.000312
2021-04-16 22:25:45.059105,atlantes_638.jpg,43.5911039811947,152.89386653300548,48.69,33.72,30.98,30.88,982.97,342.65,205.7,92.49,20.3939,-12.2491,56.5337,-0.002715,0.030835,0.018765,0.303698,0.10711,0.001215
2021-04-16 22:26:00.059232,atlantes_639.jpg,44.084653450619825,153.98732517761115,47.62,33.66,30.98,30.84,982.96,0.22,28.2,59.65,20.1242,-12.0469,57.6094,-0.003209,0.031077,0.018277,0.30156,0.105889,-0.000312
2021-04-16 22:26:15.059354,atlantes_640.jpg,44.56633888145663,155.1000176349196,48.15,33.76,30.97,30.73,982.97,354.89,164.24,95.25,19.9186,-13.0232,57.9297,-0.003949,0.029378,0.014866,0.303393,0.1065,-7e-06
2021-04-16 22:26:30.059545,atlantes_641.jpg,45.0357572925441,156.23210782947086,48.69,33.64,30.98,30.66,982.93,330.74,285.06,70.47,19.7603,-12.1997,57.2131,-0.003456,0.029378,0.016815,0.302171,0.10711,0.000604
2021-04-16 22:26:45.060558,atlantes_642.jpg,45.49250228762661,157.38373236504836,47.62,33.72,30.98,30.58,982.95,9.24,84.64,75.59,19.8574,-12.71,56.4231,-0.001975,0.029135,0.015353,0.30156,0.1065,0.001826
2021-04-16 22:27:00.060734,atlantes_643.jpg,45.936157225164784,158.55493222278713,48.15,33.74,30.98,30.75,982.93,339.3,213.75,93.14,19.4373,-12.0641,57.4472,-0.003949,0.029621,0.014866,0.303087,0.1065,0.001826
2021-04-16 22:27:15.060890,atlantes_644.jpg,46.366308878713845,159.74577570457885,47.62,33.66,30.98,30.61,982.91,0.46,35.14,63.24,19.033,-12.084,58.6083,-0.002962,0.031077,0.014866,0.303087,0.10314,0.002437
2021-04-16 22:27:30.060975,atlantes_645.jpg,46.78253036145067,160.95620816891017,48.69,33.7,30.97,30.86,982.93,351.7,168.56,98.35,18.9665,-12.1393,57.9196,-0.002468,0.028892,0.015597,0.303087,0.104362,0.000604
2021-04-16 22:27:45.061089,atlantes_646.jpg,47.18440503183588,162.18614765351106,48.15,33.76,30.98,30.39,982.96,330.89,288.86,72.22,19.1465,-12.127,58.3819,-0.003456,0.031077,0.019252,0.299422,0.1065,0.001215
2021-04-16 22:28:00.061246,atlantes_647.jpg,47.57150600304635,163.43548487535477,48.15,33.57,30.98,30.89,982.97,8.75,87.76,78.56,18.4039,-11.7681,58.1402,-0.004937,0.02865,0.01584,0.301865,0.107721,0.001215
2021-04-16 22:28:15.061289,atlantes_648.jpg,47.943406388258964,164.70398760800953,47.62,33.62,30.98,30.75,982.99,338.37,217.27,93.57,18.0533,-12.3767,58.2189,-0.003949,0.028164,0.016815,0.303393,0.101613,0.000909
2021-04-16 22:28:30.061311,atlantes_649.jpg,48.299692961028924,165.9913963042869,48.69,33.58,30.99,31.03,982.99,1.69,37.92,64.58,18.1348,-12.4823,58.8337,-0.002468,0.029378,0.014378,0.307058,0.1065,0.000909
2021-04-16 22:28:45.061489,atlantes_650.jpg,48.639938834533105,167.2973831151067,48.15,33.74,30.98,30.4,982.98,351.93,177.46,99.88,17.9952,-12.0698,58.369,-0.003209,0.030592,0.019983,0.300644,0.107721,-0.000923
2021-04-16 22:29:00.061663,atlantes_651.jpg,48.96373419742132,168.6215245687404,48.69,33.74,30.99,30.56,982.98,351.76,7.56,61.27,18.1456,-12.3199,59.3891,-0.003949,0.03132,0.014378,0.301255,0.106194,-0.000618
2021-04-16 22:29:15.061737,atlantes_652.jpg,49.270676068532524,169.96334255194608,48.15,33.68,30.98,30.63,982.97,359.64,147.18,96.26,17.3331,-12.1229,58.5449,-0.002962,0.027193,0.016084,0.304309,0.104972,-0.001839
2021-04-16 22:29:30.061804,atlantes_653.jpg,49.56036488180027,171.32226332883346,48.69,33.62,30.98,30.78,982.98,329.9,268.53,79.49,17.612,-11.5244,58.9854,-0.001975,0.030106,0.016815,0.301255,0.104667,0.000299
2021-04-16 22:29:45.061835,atlantes_654.jpg,49.83242156172563,172.69765852199893,48.69,33.74,30.99,30.66,982.96,7.83,73.83,74.97,17.0937,-11.6051,59.1636,-0.003209,0.030106,0.012916,0.302782,0.103445,0.000909
2021-04-16 22:30:00.061907,atlantes_655.jpg,50.08646703280967,174.08879047101212,48.69,33.66,30.99,30.49,982.96,340.83,204.39,97.9,17.1609,-11.6582,58.8516,-0.003456,0.028164,0.014866,0.299727,0.102834,-0.000312
2021-04-16 22:30:15.062003,atlantes_656.jpg,50.32215295540472,175.4948805343076,48.69,33.64,30.99,30.5,982.94,357.63,28.89,64.02,17.0701,-11.6595,59.3965,-0.002962,0.029135,0.015109,0.304614,0.102223,0.002437
2021-04-16 22:30:30.062132,atlantes_657.jpg,50.539134404957686,176.91505444767168,48.15,33.68,30.99,30.87,982.97,352.69,163.26,99.2,16.5518,-11.4409,60.0819,-0.002715,0.030106,0.018765,0.300338,0.105278,0.000604
2021-04-16 22:30:45.062313,atlantes_658.jpg,50.73709719276675,178.34832866386384,48.15,33.74,30.99,30.71,982.96,329.26,284.8,74.31,15.9516,-11.2258,60.1487,-0.002715,0.030835,0.01316,0.302476,0.1065,0.000604
2021-04-16 22:31:00.062919,atlantes_659.jpg,50.91574079050843,179.79370597526525,48.69,33.64,31.0,30.82,982.96,7.27,85.49,79.37,16.4481,-11.3743,59.2524,-0.002962,0.028892,0.017546,0.303087,0.107721,0.001215
2021-04-16 22:31:15.063030,atlantes_660.jpg,51.07479540571052,-178.74991646630392,48.15,33.62,31.01,30.62,982.96,337.61,215.08,95.78,15.8787,-11.2145,60.4342,-0.004443,0.02695,0.014134,0.30156,0.103445,0.001215
2021-04-16 22:31:30.063152,atlantes_661.jpg,51.2140117364683,-177.2836934175556,48.15,33.68,31.0,30.9,982.97,0.08,37.08,65.7,15.9444,-10.9247,60.0318,-0.002962,0.029863,0.014622,0.305836,0.104972,-7e-06
2021-04-16 22:31:45.063173,atlantes_662.jpg,51.333171216728346,-175.8088643304531,47.62,33.77,31.0,30.8,982.93,351.35,176.63,101.21,15.982,-10.814,60.3552,-0.003456,0.031077,0.016084,0.302782,0.10711,0.000604
2021-04-16 22:32:00.063399,atlantes_663.jpg,51.43208260119388,-174.32668595980365,48.15,33.68,31.01,30.7,982.94,351.13,7.31,62.5,15.4494,-10.9216,60.3168,-0.002715,0.029378,0.014378,0.303087,0.107721,0.00152
2021-04-16 22:32:15.063478,atlantes_664.jpg,51.51058538041943,-172.83848336230625,48.69,33.77,31.02,30.9,982.96,359.1,147.32,97.56,15.0653,-10.861,60.1395,-0.005184,0.030106,0.018277,0.300949,0.104056,0.000299
2021-04-16 22:32:30.063663,atlantes_665.jpg,51.56854978081074,-171.34562257579492,48.15,33.7,31.03,31.03,982.93,330.16,269.08,80.28,14.6935,-10.9963,60.6946,-0.003456,0.030106,0.016571,0.301255,0.104056,-0.000312
2021-04-16 22:32:45.063751,atlantes_666.jpg,51.60588359481403,-169.84948329848197,48.69,33.66,31.02,30.55,982.94,8.31,74.02,77.33,14.6248,-10.507,60.9262,-0.002715,0.028407,0.013891,0.303393,0.105889,0.000299
2021-04-16 22:33:00.063804,atlantes_667.jpg,51.62252193563218,-168.35147254933642,48.69,33.66,31.02,30.81,982.95,341.23,205.31,99.39,14.5497,-10.6834,60.6803,-0.003456,0.030349,0.013647,0.304309,0.105583,0.002131
2021-04-16 22:33:15.063916,atlantes_668.jpg,51.6184408976031,-166.85303832846236,48.69,33.66,31.03,31.04,982.94,358.42,29.11,65.78,14.1401,-10.4999,60.6249,-0.003209,0.029378,0.016084,0.304309,0.10314,0.00152
2021-04-16 22:33:30.064003,atlantes_669.jpg,51.59364048072678,-165.35557399445042,48.69,33.68,31.04,31.2,982.91,353.48,163.65,101.26,14.0514,-10.6577,61.0217,-0.003949,0.029135,0.014134,0.301255,0.104667,0.001215
2021-04-16 22:33:45.064020,atlantes_670.jpg,51.54816849632742,-163.86052754740467,48.69,33.77,31.04,30.84,982.92,330.3,284.37,76.84,14.2107,-10.516,61.0057,-0.004196,0.030349,0.01584,0.302782,0.105583,0.000299
2021-04-16 22:34:00.064150,atlantes_671.jpg,51.48209324629672,-162.36927868553744,48.69,33.76,31.05,30.64,982.92,8.67,84.41,81.87,13.7976,-10.8771,61.0577,-0.002468,0.028407,0.015353,0.301255,0.104972,-0.000618
2021-04-16 22:34:15.064274,atlantes_672.jpg,51.395527428755976,-160.8832207674394,48.69,33.85,31.05,30.86,982.92,340.07,214.29,98.44,13.6983,-10.5381,61.2049,-0.002715,0.028164,0.016328,0.299727,0.102834,0.002437
2021-04-16 22:34:30.064298,atlantes_673.jpg,51.2886076474886,-159.40369251018794,48.69,33.83,31.05,31.18,982.92,1.88,34.67,67.66,13.3787,-10.2343,61.719,-0.001975,0.028892,0.01584,0.299422,0.104667,-7e-06
2021-04-16 22:34:45.064444,atlantes_674.jpg,51.16150807231841,-157.93200531010362,48.15,33.66,31.06,30.82,982.93,353.57,168.94,102.64,13.3498,-9.6415,61.3332,-0.003949,0.029135,0.013403,0.302782,0.102834,0.000299
2021-04-16 22:35:00.064551,atlantes_675.jpg,51.014430193825945,-156.46940226161544,48.69,33.89,31.06,31.04,982.92,333.25,289.27,76.52,13.3145,-10.09,61.6494,-0.003949,0.030349,0.018765,0.302476,0.104362,0.000909
2021-04-16 22:35:15.064667,atlantes_676.jpg,50.84760282334838,-155.01709913839562,48.69,33.79,31.06,31.1,982.93,10.96,87.99,83.6,12.9289,-10.5088,61.9862,-0.003456,0.030592,0.013891,0.30492,0.102529,0.002131
2021-04-16 22:35:30.064942,atlantes_677.jpg,50.661285508074194,-153.57620243108974,48.69,33.76,31.06,30.86,982.94,340.0,216.89,99.48,12.7803,-10.9656,61.6919,-0.004196,0.029378,0.014622,0.30156,0.10314,0.000909
2021-04-16 22:35:45.065117,atlantes_678.jpg,50.45575828575934,-152.14781863034332,48.69,33.68,31.07,31.12,982.92,2.83,36.61,69.76,12.4135,-10.1842,61.6701,-0.001481,0.029135,0.018765,0.302171,0.104972,-0.000312
2021-04-16 22:36:00.065230,atlantes_679.jpg,50.23132851491648,-150.7329176230185,48.69,33.74,31.07,30.96,982.91,353.29,177.32,104.21,12.1045,-10.1623,62.0184,-0.002962,0.029378,0.015353,0.300644,0.105278,0.001215
2021-04-16 22:36:15.065367,atlantes_680.jpg,49.988320629531174,-149.3324283148424,48.69,33.72,31.08,31.04,982.94,352.86,5.98,66.25,12.1865,-10.021,62.0183,-0.003703,0.029135,0.013647,0.302476,0.104056,0.000909
2021-04-16 22:36:30.065386,atlantes_681.jpg,49.727079554156525,-147.94721130965044,48.69,33.77,31.08,30.92,982.95,0.83,147.35,101.36,11.8618,-10.529,61.2571,-0.005924,0.030835,0.015597,0.300644,0.104972,-0.000618
2021-04-16 22:36:45.065452,atlantes_682.jpg,49.44796728881854,-146.57801792825137,48.69,33.74,31.08,30.73,982.92,331.67,268.55,84.38,11.6856,-10.4463,61.4208,-0.003456,0.030106,0.019008,0.301865,0.103445,0.000909
2021-04-16 22:37:00.065610,atlantes_683.jpg,49.15136290901615,-145.2255585103188,48.69,33.77,31.09,30.57,982.94,9.8,73.0,80.52,11.5465,-10.0951,61.9267,-0.003209,0.029863,0.017302,0.302476,0.103751,0.000604
2021-04-16 22:37:15.065652,atlantes_684.jpg,48.83765232043746,-143.8904204521214,48.15,33.79,31.09,30.84,982.91,343.08,205.23,102.76,11.2337,-10.4609,61.9412,-0.004196,0.029621,0.019008,0.299727,0.103445,0.001215
2021-04-16 22:37:30.065708,atlantes_685.jpg,48.50723508914893,-142.57315016879272,48.15,33.91,31.09,30.59,982.95,359.6,27.95,69.96,11.0434,-10.2629,62.5094,-0.003949,0.029863,0.018034,0.300033,0.103445,0.00152
2021-04-16 22:37:45.065879,atlantes_686.jpg,48.16052444159533,-141.27419845281804,48.15,33.76,31.09,30.87,982.91,355.03,164.06,105.48,10.7471,-10.1224,62.5273,-0.003703,0.028407,0.015597,0.300033,0.104667,0.000299
2021-04-16 22:38:00.065892,atlantes_687.jpg,47.79793018912686,-139.9939614551692,48.69,33.81,31.09,30.8,982.92,331.92,284.2,80.42,10.4528,-10.3674,62.3945,-0.002962,0.030592,0.017302,0.300338,0.104362,-7e-06
2021-04-16 22:38:15.066755,atlantes_688.jpg,47.419872388377485,-138.73273970416966,49.23,33.87,31.09,30.84,982.93,9.89,84.25,84.86,10.0419,-10.4092,62.4609,-0.003949,0.028892,0.015353,0.302476,0.104667,0.000604
2021-04-16 22:38:30.066854,atlantes_689.jpg,47.02677451107574,-137.49077908662954,47.62,33.85,31.09,30.75,982.92,339.9,213.99,101.81,9.9457,-10.6835,62.2779,-0.005184,0.030349,0.016815,0.304004,0.103751,0.00152
2021-04-16 22:38:45.066982,atlantes_690.jpg,46.61906002895017,-136.26824352708897,48.15,33.72,31.1,31.0,982.95,0.99,34.97,71.93,9.1089,-10.7202,61.5844,-0.003209,0.03132,0.017059,0.302476,0.102834,-0.000312
2021-04-16 22:39:00.067170,atlantes_691.jpg,46.19715241372931,-135.0652696293313,48.69,33.74,31.1,30.82,982.94,352.36,175.14,107.87,9.2404,-10.2852,61.9369,-0.002715,0.03132,0.01779,0.300033,0.103445,-7e-06
2021-04-16 22:39:15.067171,atlantes_692.jpg,45.76147513714171,-133.8819120348699,48.69,33.79,31.1,30.87,982.93,350.7,6.49,69.29,8.8651,-10.7806,61.5623,-0.004443,0.03132,0.015597,0.301865,0.105889,0.000299
2021-04-16 22:39:30.067311,atlantes_693.jpg,45.312444840726734,-132.71815708332647,48.69,33.83,31.1,30.92,982.94,359.51,146.44,103.72,8.6131,-10.3008,61.7794,-0.003209,0.029135,0.017059,0.300644,0.105889,0.000604
2021-04-16 22:39:45.067414,atlantes_694.jpg,44.85048158111833,-131.5739911143226,48.69,33.76,31.1,30.47,982.95,330.34,267.77,87.13,8.7232,-10.5946,61.7117,-0.002962,0.028164,0.014134,0.300949,0.105583,0.000909
2021-04-16 22:40:00.067454,atlantes_695.jpg,44.375995169666716,-130.4492911844533,48.69,33.76,31.11,30.92,982.95,6.85,73.4,83.25,8.7672,-10.872,61.7237,-0.003949,0.029135,0.016084,0.302782,0.104972,-0.000618
2021-04-16 22:40:15.067569,atlantes_696.jpg,43.8893920026275,-129.34393435031345,48.15,33.87,31.12,30.48,982.93,341.55,205.25,104.21,8.4434,-10.3474,61.969,-0.004443,0.029621,0.017546,0.301865,0.106194,-0.000618
2021-04-16 22:40:30.067616,atlantes_697.jpg,43.391068230972536,-128.25774302698466,48.69,33.81,31.12,30.44,982.91,359.13,29.08,70.68,7.9432,-10.6107,62.3736,-0.003209,0.030835,0.018765,0.304309,0.104667,-0.000312
2021-04-16 22:40:45.067719,atlantes_698.jpg,42.881416590579114,-127.19052596917017,48.69,33.81,31.12,30.67,982.93,354.44,163.75,107.14,7.3254,-10.002,62.2149,-0.002962,0.027921,0.016328,0.30156,0.1065,0.002742
2021-04-16 22:41:00.067802,atlantes_699.jpg,42.36082298713533,-126.1420236296815,48.15,33.85,31.12,30.98,982.93,330.79,284.34,82.76,7.0578,-9.8869,61.5939,-0.001975,0.029378,0.014134,0.300949,0.1065,0.000909
2021-04-16 22:41:15.067812,atlantes_700.jpg,41.82966308104553,-125.11199012170856,48.15,33.81,31.12,30.72,982.93,9.03,84.03,87.05,6.9778,-9.9542,61.1312,-0.001975,0.028892,0.017302,0.303698,0.105583,-0.000312
2021-04-16 22:41:30.067874,atlantes_701.jpg,41.28830228743032,-124.10012491692785,47.62,33.76,31.11,30.75,982.9,339.35,213.75,104.34,6.5671,-10.2646,61.1589,-0.003456,0.030592,0.016571,0.301255,0.103751,0.000604
2021-04-16 22:41:45.067988,atlantes_702.jpg,40.73709919122112,-123.1061274870159,48.69,33.85,31.12,30.57,982.9,0.45,35.25,74.08,6.3886,-9.9629,60.8489,-0.003703,0.029378,0.014134,0.305225,0.103445,-0.000618
