Counter,Date/time,Latitude,Longitude,Elevation,Temperature,Humidity,Pressure,Compass,Orient_pitch,Orient_roll,Orient_yaw,Comp_x,Comp_y,Comp_z,gyro_pitch,gyro_roll,gyro_yaw,gyro_x,gyro_y,gyro_z,accel_pitch,accel_roll,accel_yaw,accel_x,accel_y,accel_z
366,2022-04-15 18:42:54.778495,48.24835377181383,-137.11308190515646,419.5960602393804,35.1158,28.4501,1017.7808,260.7038,329.9400847457746,66.13205671403036,260.69583867604956,10.955212593078613,45.225704193115234,-22.630638122558594,329.9380425192128,66.12975494028005,260.6885918453402,-0.0011940188705921173,0.0013607218861579895,0.002226421609520912,329.93097668851635,66.10763878774755,260.69219135503283,0.02122800052165985,0.030988000333309174,0.010979999788105488
367,2022-04-15 18:43:00.008549,48.37262168261927,-136.6631356116654,419.6369312761479,35.187,28.8019,1017.803,260.6876,329.8753755335779,66.19404751093738,260.68099667498313,10.995654106140137,45.26355743408203,-22.828325271606445,329.8758160807794,66.19184135983546,260.6761130897266,-0.0011934936046600342,-0.0010829716920852661,0.0019207317382097244,329.8543419660288,66.24449528814709,260.67629067464503,0.020739998668432236,0.030499998480081558,0.014151999726891518
368,2022-04-15 18:43:05.245200,48.495096416284994,-136.210346173984,419.6774909804599,35.2047,28.8233,1017.769,260.6685,329.8239032279927,66.22195566388606,260.66340210768124,11.304746627807617,45.451656341552734,-22.602252960205078,329.82268062413124,66.2254527207411,260.660301201798,0.0006388761103153229,-0.0004719868302345276,-0.000828007236123085,329.81047166098983,66.2826009135266,260.6594815790976,0.020739998668432236,0.031231999397277832,0.015859998762607574
369,2022-04-15 18:43:10.490598,48.615805166360886,-135.75452178262884,419.7177500118305,35.1514,28.6979,1017.7898,260.6581,329.80167096224426,66.21864302213861,260.6537442201948,11.302903175354004,45.88976287841797,-22.6484432220459,329.8029208868624,66.21630026725329,260.64363554022316,0.0003347359597682953,-0.0004721805453300476,0.001309787854552269,329.81244900075455,66.22948936254058,260.6437243326824,0.01878799870610237,0.03147599846124649,0.017079999670386314
370,2022-04-15 18:43:15.735392,48.734510158290675,-135.2964877253172,419.7576302543096,35.1692,28.5143,1017.8022,260.6513,329.8625074571816,66.13402380851132,260.65668120153794,11.41641902923584,45.423072814941406,-23.047576904296875,329.86406474031236,66.13762331820391,260.6619677679555,0.002472054213285446,-0.00047218799591064453,0.0013098660856485367,329.92496270695216,65.96746964560054,260.6674592400482,0.019519999623298645,0.03147599846124649,0.014883999712765217
371,2022-04-15 18:43:20.969955,48.85098294785649,-134.8371063908996,419.79705465537535,35.187,28.7254,1017.7969,260.6834,329.9409248590425,65.94186326640218,260.6959957704005,11.510764122009277,45.80033493041992,-23.433168411254883,329.9414302930411,65.94622775728182,260.70128916700725,0.0009451061487197876,0.00044474005699157715,-0.0005227532237768173,329.9554390110288,65.95501138055445,260.70156920476325,0.018543999642133713,0.031231999397277832,0.012443999759852886
372,2022-04-15 18:43:26.212030,48.965598400108426,-134.37485770354627,419.8361505549254,35.2936,28.6918,1017.7886,260.7067,329.97872312590937,66.00168889334232,260.7101410921716,11.52189826965332,45.78498077392578,-22.702083587646484,329.98156448460406,66.00314372363553,260.71452607361874,-0.0005815550684928894,-0.001998700201511383,8.836574852466583e-05,329.9697175214887,66.0143588942527,260.7116300734107,0.01878799870610237,0.030743999406695366,0.011223999783396721
373,2022-04-15 18:43:31.452847,49.07814565414331,-133.910524396267,419.87484734062133,35.1336,28.6948,1017.7629,260.7197,329.9731565217358,66.09302218292373,260.72578222537095,11.75207233428955,45.88193130493164,-22.573896408081055,329.9711245404577,66.09059746576837,260.7323050560283,-0.0014973022043704987,-0.00047131627798080444,0.0022258032113313675,329.92770161280936,66.08177286136072,260.73284464097276,0.019519999623298645,0.03269600123167038,0.010979999788105488
374,2022-04-15 18:43:36.694383,49.18865281964258,-133.44394245345927,419.9131555014858,35.1692,28.499,1017.7654,260.7315,329.9389850853182,66.18916392568083,260.72714143301573,11.490093231201172,46.34121322631836,-22.7247257232666,329.93787859467267,66.1866640764446,260.7226061874069,0.0003356821835041046,0.0004448443651199341,-0.00021763145923614502,329.99594544790153,66.17072924511096,260.72356924407984,0.02000799961388111,0.031964000314474106,0.017079999670386314
375,2022-04-15 18:43:41.937563,49.297120022090375,-132.9750540940677,419.9510762627967,35.2225,28.6183,1017.772,260.718,330.0179762230694,66.08450493702873,260.7116300734107,11.645596504211426,46.76141357421875,-22.65540313720703,330.0169653550723,66.09054965444417,260.7063093560472,0.0009463801980018616,0.0010550618171691895,0.0016146022826433182,330.0069557128436,66.1080144481519,260.70905509209354,0.020739998668432236,0.03171999752521515,0.00951599981635809
376,2022-04-15 18:43:47.180052,49.40347814149278,-132.50410587886736,419.9885865807763,35.2225,28.8662,1017.7917,260.6997,329.96571844572964,66.25038974140082,260.6889606755554,11.70727252960205,46.50867462158203,-22.105178833007812,329.9651856909744,66.24820408086642,260.68234222224964,2.999231219291687e-05,0.00044412165880203247,-0.0005235262215137482,329.96384355880247,66.27639227157105,260.6827042222757,0.020983999595046043,0.032207999378442764,0.014151999726891518
377,2022-04-15 18:43:52.419889,49.50767589538602,-132.03128672684582,420.02566916343955,35.1514,28.6061,1017.7947,260.676,329.94827755768404,66.27646057346276,260.6707377308498,11.588502883911133,46.5825080871582,-22.780447006225586,329.9479770293605,66.27917215856326,260.662712258575,2.9537826776504517e-05,0.0007498636841773987,0.0013091210275888443,329.947734557645,66.27420661103666,260.66478863608273,0.02000799961388111,0.03245199844241142,0.014151999726891518
378,2022-04-15 18:43:57.655838,49.60967415575078,-131.55674695327642,420.06231064477885,35.2403,28.8264,1017.7722,260.6614,329.9593117282882,66.2774987622166,260.6566607109704,11.563236236572266,46.44015121459961,-22.69881248474121,329.96047286044706,66.27596879984252,260.65083455960837,-0.00027573108673095703,-0.0007770434021949768,8.72630625963211e-05,329.9787060504364,66.27711627162309,260.64965976707117,0.018543999642133713,0.0302559994161129,0.012931999750435352
379,2022-04-15 18:44:02.892365,49.70954793651034,-131.08009985435797,420.0985389192326,35.1692,28.6214,1017.7961,260.6422,329.9910447871721,66.28876174415795,260.6356442188943,11.720160484313965,47.27540969848633,-23.15546989440918,329.9903139569309,66.28899397058973,260.6321608224176,-0.002108439803123474,-0.00016622990369796753,-0.00021855346858501434,329.9729960122903,66.35390808846154,260.63234523752516,0.019519999623298645,0.030743999406695366,0.01512799970805645
380,2022-04-15 18:44:08.131096,49.80731078998361,-130.60122150141228,420.13436055791186,35.1692,28.6214,1017.7778,260.6361,329.98014039016215,66.30274314138897,260.6383011624814,12.044178009033203,47.32079315185547,-23.019052505493164,329.97865482401767,66.30499710381507,260.6347699546805,0.0003350265324115753,0.0007498487830162048,-0.00021832063794136047,329.98521863581004,66.22248841864132,260.6360198792986,0.01903199963271618,0.03147599846124649,0.01439599972218275
381,2022-04-15 18:44:13.378772,49.90305958042494,-130.1195487575846,420.16981364432655,35.1692,28.6153,1017.7922,260.6312,330.00940092056646,66.20640332314593,260.62638248237977,12.142593383789062,47.79408645629883,-22.63435935974121,330.00958875076867,66.20402641731478,260.6211095763405,0.0012516416609287262,-0.000776730477809906,0.0019196830689907074,329.99760859896446,66.18209467988986,260.6211095763405,0.019519999623298645,0.03171999752521515,0.014151999726891518
382,2022-04-15 18:44:18.611758,49.99636085494528,-129.6372343739809,420.2047385734188,35.2047,28.6061,1017.7703,260.6085,330.0109411282243,66.17756626447014,260.59815331054006,12.091997146606445,47.91878890991211,-22.43949317932129,330.0104493546041,66.17581773604262,260.5887344796746,-0.0018027238547801971,-0.0004708990454673767,8.696131408214569e-05,330.0287781672418,66.20694290809037,260.58785338527167,0.019763998687267303,0.030499998480081558,0.01268799975514412
383,2022-04-15 18:44:23.837724,50.08733989330745,-129.1536643747646,420.2391814114171,35.1692,28.5449,1017.7695,260.5881,330.01036739233405,66.23095102302297,260.58943798915914,12.392197608947754,47.67306900024414,-22.673830032348633,330.00922675074264,66.23140181550818,260.59111138550577,0.0027786195278167725,-0.0019968971610069275,-0.0008288994431495667,330.0095341092553,66.2802308378846,260.5880104796226,0.02025200054049492,0.03269600123167038,0.016835998743772507
384,2022-04-15 18:44:29.070956,50.17623631075106,-128.66751618917053,420.2732345262141,35.2047,28.7193,1017.7917,260.5986,330.0325176958124,66.20934030448905,260.61251036817544,12.77409553527832,47.64657974243164,-23.0956974029541,330.0338769034572,66.20733222887306,260.6290599165344,0.00186220183968544,-0.0004692673683166504,-0.0008290540426969528,330.01113237352104,66.19581652993242,260.6277963315379,0.022204000502824783,0.03245199844241142,0.013419999741017818
385,2022-04-15 18:44:34.313360,50.263052858719945,-128.1786602681414,420.3069026116175,35.1692,28.6336,1017.7764,260.6385,329.9648373513267,66.2222425318312,260.6482117669671,12.637777328491211,47.774051666259766,-22.998214721679688,329.9651583702177,66.22073306002463,260.6575964468867,0.00033573806285858154,0.0007526353001594543,8.716434240341187e-05,329.96109099256694,66.15075094178867,260.6586687865864,0.019763998687267303,0.030499998480081558,0.018300000578165054
386,2022-04-15 18:44:39.553600,50.347582163910516,-127.68818797600122,420.3401078406618,35.2225,28.6642,1017.7798,260.6728,329.9806628996336,66.0077745918928,260.68707554334446,12.666949272155762,47.62715148925781,-22.888669967651367,329.9814210506315,66.01122383742366,260.6947663363499,-0.0018018148839473724,-0.0013851448893547058,0.001003386452794075,329.9636113323707,66.01762372467596,260.69353007211015,0.01903199963271618,0.03171999752521515,0.014883999712765217
387,2022-04-15 18:44:44.790330,50.42979975055702,-127.19621625034785,420.37284175925726,35.0981,28.701,1017.7827,260.7041,329.9941354477715,65.9943601003629,260.7147446396722,12.627303123474121,47.922271728515625,-23.04318618774414,329.9933670514899,65.99341070406825,260.7230091685679,-0.0011906623840332031,-0.0001630634069442749,-0.00021857582032680511,330.0049988636464,65.92606503885193,260.72297501762205,0.018543999642133713,0.031231999397277832,0.01439599972218275
388,2022-04-15 18:44:50.032276,50.50981645325218,-126.70202591954502,420.40515062383366,35.187,28.7193,1017.7795,260.7286,330.0382038282964,65.91249345297112,260.7317859616514,12.55295467376709,48.235294342041016,-22.635454177856445,330.03879122456505,65.91198118878337,260.73340471648464,-0.0024120286107063293,0.0007534623146057129,-0.002050992101430893,330.02655835576155,65.96186206029198,260.7335823014031,0.020739998668432236,0.0302559994161129,0.013419999741017818
389,2022-04-15 18:44:55.269336,50.587470248527815,-126.20656907560578,420.43697098718013,35.187,28.8019,1017.792,260.7336,329.9846073338793,65.96420481517728,260.73475709394035,12.761863708496094,48.04149627685547,-22.036067962646484,329.9857274849032,65.96822096640925,260.7372979243116,0.0009474568068981171,-0.0004684031009674072,-0.000523880124092102,329.9481068029548,65.95141187086185,260.73595237704507,0.018055999651551247,0.03245199844241142,0.011467999778687954
390,2022-04-15 18:45:00.514650,50.66293634304778,-125.70866427929828,420.46837711919125,35.1336,28.7101,1017.771,260.7451,329.99548782522714,66.04419316054731,260.7553501142879,13.032194137573242,48.065711975097656,-22.467693328857422,329.99522827803867,66.04285444346998,260.7675146811997,0.002168577164411545,0.00014225393533706665,0.0010031312704086304,330.01912369485,65.97875311810941,260.7692495492489,0.02025200054049492,0.03147599846124649,0.013663999736309052
391,2022-04-15 18:45:05.755837,50.73602264505662,-125.20951178132216,420.4992917159814,35.2759,28.8937,1017.7644,260.7671,330.0077685053548,65.989824854754,260.76706388871446,12.817035675048828,48.37042236328125,-22.12713623046875,330.0065868826284,65.9902824774284,260.7654451338812,3.0994415283203125e-05,-0.0013847798109054565,-0.00021885521709918976,329.9946750327159,65.98396455244614,260.7634507186435,0.021715998649597168,0.030988000333309174,0.01659199967980385
392,2022-04-15 18:45:10.996579,50.80677105322556,-124.70880032090578,420.5297339570136,35.0981,28.6612,1017.7893,260.7642,329.960629954798,65.90168126351499,260.7715240022425,13.202529907226562,48.7473258972168,-22.451919555664062,329.95980008681386,65.90125096159728,260.7756972478254,0.0015587285161018372,0.00044842809438705444,-0.0008296426385641098,329.9506305578531,65.8325939000603,260.7754445308261,0.022204000502824783,0.031964000314474106,0.014151999726891518
393,2022-04-15 18:45:16.240171,50.87521014675344,-124.206267581183,420.55971867896415,35.1514,28.6551,1017.7937,260.8078,329.90315391293234,65.83824929669308,260.8397166109159,13.914530754089355,48.37120819091797,-22.816251754760742,329.9031641582161,65.83960167414874,260.8703363489651,-0.00027342140674591064,-0.0007729008793830872,0.0022240914404392242,329.91513406473655,65.84637039161622,260.8706368772886,0.02025200054049492,0.03147599846124649,0.010247999802231789
394,2022-04-15 18:45:21.481174,50.94125611584553,-123.70248081264843,420.58921140164347,35.0269,28.5786,1017.7913,260.8783,329.8876903646514,65.96792043808577,260.8835186140632,13.292948722839355,48.890445709228516,-22.585268020629883,329.8868536664781,65.96675930592687,260.8901234069906,0.00033770129084587097,0.00258597731590271,0.000391446053981781,329.9139797627668,65.96748330597889,260.8940439355742,0.02025200054049492,0.03171999752521515,0.014639999717473984
395,2022-04-15 18:45:26.714313,51.004837941182004,-123.19799350877257,420.61818092503995,35.187,28.5113,1017.7964,260.894,329.9136860646325,65.95264813510163,260.894037105385,13.1650972366333,49.08736038208008,-22.559741973876953,329.9131157438368,65.95562609757975,260.895041143193,-0.001189734786748886,0.0016692206263542175,0.0006964709609746933,329.91110083803164,65.93887847373487,260.89762978488847,0.02025200054049492,0.031231999397277832,0.016103999689221382
396,2022-04-15 18:45:31.956083,51.066144272747735,-122.69125750577477,420.6467156292012,35.2047,28.7162,1017.7871,260.8977,329.9137509514296,65.87453126156419,260.89594272816345,13.11868953704834,49.36994171142578,-22.781267166137695,329.9140583099423,65.87278273313666,260.89705604899814,3.1694769859313965e-05,-0.00016386061906814575,0.0003910902887582779,329.92178666898815,65.9817174202092,260.89662574708046,0.020495999604463577,0.03147599846124649,0.01439599972218275
397,2022-04-15 18:45:37.198499,51.125064300518524,-122.18308549098033,420.6747679480258,35.1158,28.9029,1017.7781,260.8966,329.9107081021544,65.97058421186208,260.894317143141,13.355920791625977,49.59751892089844,-22.251182556152344,329.91263080040574,65.97087790999639,260.8915304259596,-0.0008848793804645538,0.0016684457659721375,8.63000750541687e-05,329.9139729325776,66.01916734742838,260.89409174689837,0.01878799870610237,0.03171999752521515,0.013907999731600285
398,2022-04-15 18:45:42.441271,51.18158157456365,-121.67356655289095,420.70233260633347,35.1514,28.6306,1017.7639,260.8997,329.9461260480955,66.02532817805972,260.9016391059313,13.311849594116211,49.45609664916992,-22.428823471069336,329.9458221046774,66.02478176292612,260.90290952111684,3.081187605857849e-05,0.0019737035036087036,8.60951840877533e-05,329.8906136856162,65.98693568473509,260.90491759673284,0.02000799961388111,0.031964000314474106,0.01439599972218275
399,2022-04-15 18:45:47.682185,51.235662495251596,-121.16296822952076,420.72939529437383,35.1514,28.6979,1017.7751,260.9049,329.89846498806713,65.98230481647782,260.9093982008284,13.669282913208008,49.39012145996094,-22.474960327148438,329.8980824974736,65.98369134487933,260.9177515221833,0.0009468086063861847,-0.0007753446698188782,8.627399802207947e-05,329.91039049835797,66.00594410119524,260.9166518617269,0.02000799961388111,0.03171999752521515,0.01195599976927042
400,2022-04-15 18:45:52.922701,51.28731530188002,-120.65118218064255,420.75596210478557,35.2403,28.8998,1017.7886,260.925,329.9011765731676,66.0726204078729,260.9296497117175,13.736719131469727,49.46638488769531,-22.269094467163086,329.9038061959981,66.07329659660073,260.93712193866946,0.0009469203650951385,-0.001996561884880066,-0.0008299201726913452,329.8856652135625,66.06117301082395,260.9334814478418,0.019763998687267303,0.031964000314474106,0.013419999741017818
401,2022-04-15 18:45:58.164540,51.336545612593966,-120.13809943191626,420.782038609461,35.187,28.6459,1017.7593,260.9334,329.89419611983584,66.08450493702873,260.93338582519345,13.8587064743042,49.972740173339844,-22.2239990234375,329.89337308204085,66.08626712583458,260.93086548538975,-0.0005804151296615601,-0.0004687458276748657,0.002224227413535118,329.9045028752934,66.10156674957541,260.93154167411757,0.019763998687267303,0.031231999397277832,0.014151999726891518
402,2022-04-15 18:46:03.401479,51.38328819099965,-119.62438115946817,420.8075919334958,35.1158,28.6092,1017.7693,260.9396,329.90723153586686,66.09198399416988,260.94607631667134,14.17072868347168,50.223419189453125,-22.158920288085938,329.9033485733237,66.09169029603558,260.9508301283337,-0.003634687513113022,-0.001079462468624115,-0.0002193097025156021,329.8798117414438,66.18637037831029,260.95029737357845,0.019276000559329987,0.03171999752521515,0.013663999736309052
403,2022-04-15 18:46:08.643623,51.42762298687734,-119.10910135198445,420.8326683491895,35.1158,28.7805,1017.7908,260.9589,329.89888504470105,66.1965951714978,260.9696814504429,14.138989448547363,50.09278106689453,-22.303422927856445,329.8996295353206,66.19567992614901,260.976634583018,0.0009469911456108093,0.0004478245973587036,0.001613108441233635,329.922001819947,66.18329679318379,260.97860167749894,0.02147199958562851,0.03147599846124649,0.013419999741017818
404,2022-04-15 18:46:13.873916,51.46940365508253,-118.59397189048235,420.8571859229458,35.0981,28.5357,1017.7693,260.9789,329.8813895151421,66.19765385081915,260.9777752246094,14.178479194641113,50.458988189697266,-21.813241958618164,329.87865060928493,66.19632879412016,260.976675564153,-0.0018019452691078186,-0.002606123685836792,0.0022238977253437042,329.8401590782173,66.352118578899,260.9772561302325,0.021715998649597168,0.030499998480081558,0.015615999698638916
405,2022-04-15 18:46:19.113770,51.50879360210148,-118.07695287791898,420.88124249579255,35.1692,28.7591,1017.7698,260.9721,329.7960667920303,66.28359812114542,260.9759788848577,14.512056350708008,50.16773223876953,-21.870885848999023,329.79623413166496,66.28677415910948,260.9783762812564,-0.001801859587430954,-0.0013834461569786072,8.579157292842865e-05,329.7804393192093,66.28196570593379,260.9762520924245,0.02025200054049492,0.03001200035214424,0.01878799870610237
406,2022-04-15 18:46:24.359799,51.545749770686236,-117.5584132384606,420.90481888456765,35.1158,28.7438,1017.7964,260.9862,329.7894585840083,66.11500173167283,260.999092245009,14.59121036529541,49.861915588378906,-22.093292236328125,329.7899059613989,66.11278192019257,261.0176157180381,-0.0011905208230018616,-0.001689024269580841,0.0010020136833190918,329.7887550745238,66.10814422174613,261.0157579065838,0.02000799961388111,0.030743999406695366,0.013907999731600285
407,2022-04-15 18:46:29.599816,51.580177121687264,-117.03964000005774,420.927857094681,35.1692,28.9121,1017.7817,261.0224,329.7796811682114,66.09918984374424,261.02538847331357,14.248915672302246,50.22834396362305,-22.279939651489258,329.7792952625233,66.0986297682323,261.0305657567044,-0.00149555504322052,0.0004491358995437622,-0.0011362209916114807,329.8069063022431,66.05353685933189,261.03105753032463,0.019763998687267303,0.031231999397277832,0.016103999689221382
408,2022-04-15 18:46:34.842830,51.612130975233306,-116.51978987902729,420.95039569278094,35.0981,28.7805,1017.7371,261.0459,329.8236505109934,65.98665564697912,261.06167043818465,14.718274116516113,50.364322662353516,-22.14815902709961,329.82270794488795,65.99000926986159,261.0742721372033,0.0006425343453884125,-0.0010775476694107056,0.00039055757224559784,329.8313378889042,66.01636696986867,261.07275583520754,0.02000799961388111,0.03367199748754501,0.01512799970805645
409,2022-04-15 18:46:40.084602,51.64157866419855,-115.99932875040736,420.97241488340967,35.1158,28.6214,1017.7632,261.0905,329.8655366460785,66.0121459129616,261.1099462152383,14.768035888671875,50.46084213256836,-22.461681365966797,329.86743885376234,66.0116677997197,261.12592885789616,0.003390643745660782,0.0025877654552459717,-0.0020521339029073715,329.90765842268996,66.07422550232785,261.12749297121604,0.02000799961388111,0.030988000333309174,0.014639999717473984
410,2022-04-15 18:46:45.325336,51.668516735455285,-115.47830169223354,420.99391384801186,35.1158,28.6092,1017.7434,261.1379,329.9039871960111,66.04701402867452,261.14930859542505,15.031316757202148,50.816429138183594,-21.696393966674805,329.9030514600948,66.04898112315549,261.1615346340394,-0.003939267247915268,0.0013660266995429993,0.0016126465052366257,329.8887490439728,66.17094098097523,261.16509999278617,0.02147199958562851,0.031964000314474106,0.013907999731600285
411,2022-04-15 18:46:50.568530,51.692957468941984,-114.95640501162198,421.0149056790816,35.1692,28.5694,1017.7554,261.168,329.85833421159873,66.1771906040658,261.170277276177,14.77895736694336,51.11883544921875,-21.89859962463379,329.85808149459945,66.1794445664919,261.1728249367374,-0.0011907480657100677,-0.0004664510488510132,0.0010015517473220825,329.89448981797017,66.10149161749455,261.17421146513897,0.019519999623298645,0.031964000314474106,0.012443999759852886
412,2022-04-15 18:46:55.801569,51.71484153306299,-114.43498075920115,421.03533844609996,35.2047,28.7468,1017.7256,261.187,329.9037310639172,66.15415237599534,261.2026045615187,15.04697036743164,50.775634765625,-22.155628204345703,329.90411013941616,66.15057335687025,261.21735093993675,0.0015578418970108032,0.00014488399028778076,0.00039045698940753937,329.9290744808325,66.1878252086035,261.21739875126093,0.019519999623298645,0.03147599846124649,0.013175999745726585
413,2022-04-15 18:47:01.036643,51.734222052962885,-113.91286183978214,421.05526007042675,35.1514,28.6183,1017.782,261.24,329.93505431145087,66.20979792716344,261.26189743370355,15.398019790649414,51.09340286254883,-22.321775436401367,329.9347059718032,66.20911490824643,261.28484686931483,0.002474382519721985,0.00075550377368927,0.002833329141139984,329.92218965014916,66.17684226441813,261.2873945298752,0.018543999642133713,0.032207999378442764,0.01268799975514412
414,2022-04-15 18:47:06.273520,51.75109138863716,-113.39013653377911,421.0746675661038,35.1158,28.9335,1017.7336,261.2995,329.96020648306944,66.22370419231358,261.3097429088395,15.435160636901855,51.2979736328125,-21.758699417114258,329.9605275019604,66.22410034328544,261.3224470606957,0.002167958766222,0.00258762389421463,0.0006956122815608978,329.9619311058349,66.2110341914032,261.3269618157371,0.019519999623298645,0.030743999406695366,0.01512799970805645
415,2022-04-15 18:47:11.515790,51.76545192908911,-112.86653467035038,421.0935709378413,35.0447,28.5663,1017.7585,261.3462,329.9692974648547,66.16273109359288,261.3652928373592,15.61186408996582,51.238487243652344,-21.946144104003906,329.96772652134564,66.1614948293531,261.3843080840085,0.0012517720460891724,-0.0010772943496704102,0.001611601561307907,329.9677367666294,66.20107577559332,261.3837548386858,0.018300000578165054,0.03171999752521515,0.014883999712765217
416,2022-04-15 18:47:16.760916,51.777290961019716,-112.34224317014865,421.11196315339475,35.1336,28.7285,1017.7327,261.4016,330.0168219210997,66.1740009057234,261.41977042617924,16.073827743530273,51.47678756713867,-21.503263473510742,330.01652822296535,66.17822879281964,261.4400151068792,0.00033565983176231384,0.002587944269180298,0.001000434160232544,330.017296619247,66.18887022754652,261.44472110721733,0.020495999604463577,0.03001200035214424,0.010003999806940556
417,2022-04-15 18:47:21.992663,51.78657356765281,-111.81909154691186,421.12978269860145,35.0625,28.6214,1017.7402,261.4611,329.9582154829264,66.29481329176258,261.4732098262454,15.894588470458984,51.54425048828125,-21.560876846313477,329.9593083131936,66.29609053713737,261.49022382746796,3.0778348445892334e-05,-0.00016096234321594238,0.00038975104689598083,329.98189916387344,66.28773721578244,261.49033311049465,0.02025200054049492,0.031964000314474106,0.012199999764561653
418,2022-04-15 18:47:27.226393,51.793334842873556,-111.29554485671495,421.1470848236889,35.0981,28.7468,1017.7617,261.5035,329.9697994837587,66.34399748397584,261.5162809991515,15.92300033569336,51.65837478637695,-21.419248580932617,329.9695877478945,66.34513812556723,261.52891684911606,-0.0011913515627384186,0.002587631344795227,-0.0011373348534107208,330.01909978918786,66.27668596970537,261.5331379060231,0.019519999623298645,0.030988000333309174,0.01268799975514412
419,2022-04-15 18:47:32.469607,51.79757467606054,-110.77092769652128,421.1638913085038,35.0625,28.7683,1017.7244,261.5538,330.01392250579704,66.30577574538046,261.578169343221,16.33089828491211,51.7137565612793,-21.948402404785156,330.0163642984253,66.307927254969,261.602034024181,2.9414892196655273e-05,0.0013655275106430054,8.46516340970993e-05,330.02513767641415,66.28574963073397,261.60430847717464,0.019519999623298645,0.03171999752521515,0.019276000559329987
420,2022-04-15 18:47:37.709403,51.7992775645344,-110.24656556820543,421.18015999678386,35.1514,28.7866,1017.7231,261.6318,330.06977296264023,66.13265777067731,261.6543122920883,16.302082061767578,51.75700378417969,-21.36012077331543,330.06846498141414,66.13028769503532,261.6785936145877,0.003084234893321991,-0.0004668682813644409,0.001001209020614624,330.12244738151935,66.01034274302071,261.6818925959568,0.02000799961388111,0.03245199844241142,0.01781199872493744
421,2022-04-15 18:47:42.943501,51.79844894333246,-109.72278057387506,421.19588355181713,35.0981,28.7866,1017.7151,261.6822,330.1521791949764,65.9142078304528,261.68637320005234,15.835540771484375,52.048484802246094,-20.98587989807129,330.1520664968551,65.91416684931777,261.69124995511976,-0.002718620002269745,-0.0016882941126823425,-0.0008310265839099884,330.16148874281515,65.981990627776,261.6882241813174,0.01878799870610237,0.032207999378442764,0.01781199872493744
422,2022-04-15 18:47:48.176859,51.79509290571506,-109.19911421253951,421.21107803606566,35.0981,28.6122,1017.7334,261.72,330.21736310532043,65.88214692248876,261.7534456577019,16.62964630126953,51.95976638793945,-21.706701278686523,330.2170250109565,65.8812931488425,261.786674528014,-0.002107817679643631,0.0010600239038467407,0.0013066139072179794,330.15012330803626,65.87194261986875,261.7886347923058,0.019763998687267303,0.032207999378442764,0.013419999741017818
423,2022-04-15 18:47:53.410361,51.789210021879775,-108.67554751856474,421.22574542993243,35.0625,28.7866,1017.7444,261.819,330.15654368585604,65.90215937675688,261.8476817776806,16.627046585083008,52.053016662597656,-21.728212356567383,330.1590640256598,65.90314975418654,261.87757068548854,-0.0011917129158973694,-0.0004671439528465271,-0.0005257464945316315,330.20237084009227,65.83109125844291,261.8781444213788,0.01878799870610237,0.032207999378442764,0.01512799970805645
424,2022-04-15 18:47:58.644695,51.78080026981705,-108.1520854106533,421.23988685767046,35.1692,28.6398,1017.7471,261.9172,330.24166150329273,65.81107880417477,261.95624080434874,16.87118148803711,51.951942443847656,-21.443164825439453,330.239602201258,65.81133835136323,261.99128650498005,0.0006408393383026123,-0.0007722824811935425,-0.0011363513767719269,330.2333867291133,65.83885718352921,261.9896814105251,0.020739998668432236,0.032207999378442764,0.016835998743772507
425,2022-04-15 18:48:03.887209,51.769846525581706,-107.62802394469885,421.2535214059778,35.1692,28.5235,1017.7434,262.0253,330.23446589900215,65.7701181597222,262.0594791136535,17.076236724853516,52.278263092041016,-21.44376564025879,330.2352035594325,65.77104706544932,262.0936163991252,0.003694843500852585,-0.00046697258949279785,0.0006961952894926071,330.1631382334997,65.86691560063963,262.0966011917925,0.019519999623298645,0.03171999752521515,0.016835998743772507
426,2022-04-15 18:48:09.137042,51.756342045822386,-107.10353583760586,421.2666437116078,35.1336,28.5939,1017.7546,262.1294,330.18931151839917,65.78993936869358,262.14478134619776,16.38650894165039,52.14537048339844,-21.479583740234375,330.19139472609606,65.78346434936041,262.1646230457367,0.0012518763542175293,0.0025869980454444885,0.0003909952938556671,330.1611506484512,65.84506582548475,262.1698686310192,0.02025200054049492,0.030988000333309174,0.014883999712765217
427,2022-04-15 18:48:14.375969,51.74033914052315,-106.5805014858106,421.27920878359413,35.1336,28.7377,1017.7388,262.1916,330.14787276070473,65.81515642710927,262.21851323828804,17.00864028930664,52.09321212768555,-22.339588165283203,330.1442117793096,65.8123697099279,262.2577936562048,-0.0005813241004943848,-0.00016251951456069946,8.520670235157013e-05,330.1174886641819,65.91504111353153,262.25894795817453,0.019763998687267303,0.031964000314474106,0.014151999726891518
428,2022-04-15 18:48:19.613200,51.721823101682936,-106.05808594223204,421.29124014578525,35.1514,28.8539,1017.7241,262.2971,330.12546974022706,65.91910507608769,262.3320651332395,17.26754379272461,52.008872985839844,-21.415653228759766,330.1257531930776,65.91960367989711,262.36157838064315,-0.005162350833415985,-0.00016250461339950562,-0.00174710713326931,330.0876783035494,65.91029413205837,262.3600689088366,0.020495999604463577,0.031964000314474106,0.015371999703347683
