Counter,Date/time,Latitude,Longitude,Elevation,Temperature,Humidity,Temperature_Humid,Temperature_Press,Pressure,Compass,Orient_pitch,Orient_roll,Orient_yaw,Comp_x,Comp_y,Comp_z,gyro_pitch,gyro_roll,gyro_yaw,gyro_x,gyro_y,gyro_z,accel_pitch,accel_roll,accel_yaw,accel_x,accel_y,accel_z
110,2022-04-19 22:56:39.836480,-6.4615739273571515,67.6822949519976,416.0414356971932,34.6891,29.472,34.6891,33.4479,1005.8159,28.9015,329.72412440950256,66.3318192566857,29.0951066377315,34.637420654296875,5.174469470977783,22.32408332824707,329.7251796737293,66.33411420024683,29.283841839971878,-0.0004448704421520233,0.0003914162516593933,-0.0016496479511260986,329.7280722588428,66.3495640881494,29.28334323616247,0.021959999576210976,0.0302559994161129,0.015615999698638916
111,2022-04-19 22:56:50.080018,-5.940985048152484,68.05494082239952,415.909572087147,34.7602,29.3068,34.7602,33.4479,1005.8396,29.468,329.67711563253994,66.27753291316245,29.65680090450584,34.45804214477539,6.062097072601318,22.55344009399414,329.676374557015,66.28200668706882,29.841810238553975,0.0029150769114494324,0.00039152055978775024,-0.001343628391623497,329.69791014346805,66.2843084608191,29.8415541064601,0.020983999595046043,0.030988000333309174,0.01634800061583519
112,2022-04-19 22:57:00.325441,-5.419969111868762,68.42688582230844,415.78075450174566,34.6713,29.5362,34.6713,33.4458,1005.8552,30.0256,329.68558848220533,66.2025852473999,30.184374961281378,34.35361862182617,6.318179607391357,21.726770401000977,329.6855372557866,66.20195686999627,30.33904459503632,-0.0007496476173400879,0.000696823000907898,0.0004886537790298462,329.7567044118435,66.0784055780999,30.344495085993987,0.02122800052165985,0.03147599846124649,0.01512799970805645
113,2022-04-19 22:57:10.566096,-4.8988857318932855,68.79796358282235,415.6550938765588,34.6891,29.3955,34.6891,33.4521,1005.8584,30.5146,329.73569816505113,66.04363308503537,30.685581072766084,33.98881149291992,6.6579461097717285,22.528703689575195,329.7351141838771,66.04368089635956,30.860304141924182,0.0010832399129867554,-0.0017461776733398438,0.0017101764678955078,329.7307599382812,66.01519217733143,30.85898591541437,0.02122800052165985,0.031964000314474106,0.01512799970805645
114,2022-04-19 22:57:20.812893,-4.377201757932918,69.1686430832382,415.53248440502847,34.7069,29.5485,34.7069,33.4521,1005.8406,31.0484,329.71663510707765,65.98842466597415,31.241565301394292,33.43451690673828,7.238829612731934,22.84296226501465,329.71618772968696,65.98849296786585,31.43235297548026,0.0010833218693733215,-0.0008298009634017944,-0.00195491686463356,329.70089493613534,65.96273632450573,31.429545767731383,0.018300000578165054,0.03245199844241142,0.01195599976927042
115,2022-04-19 22:57:31.064607,-3.8550208632416667,69.5389385199626,415.4129763233277,34.778,29.3618,34.778,33.4521,1005.8413,31.6272,329.74915363771606,66.03988331118103,31.827534060478857,32.921016693115234,7.836452960968018,23.167705535888672,329.75116171333207,66.04320278311765,32.02349901795569,0.003526393324136734,-0.002051323652267456,0.0014050938189029694,329.76746878997545,66.01127847893702,32.021630961217696,0.01878799870610237,0.032207999378442764,0.01878799870610237
116,2022-04-19 22:57:41.313614,-3.3327533444184834,69.90864754840972,415.29668380137997,34.7602,29.5332,34.7602,33.4562,1005.8274,32.2202,329.83721185159044,65.88376567732205,32.40868753619856,32.566612243652344,7.95630407333374,22.822998046875,329.83747822896805,65.88412767734806,32.590770134187345,-0.002887740731239319,-0.000523984432220459,0.004153290763497353,329.869474250135,65.93304549218368,32.591849304076206,0.019519999623298645,0.031964000314474106,0.013175999745726585
117,2022-04-19 22:57:51.555290,-2.8106632627992587,70.27767257915536,415.1836787291587,34.8136,29.5944,34.8136,33.4479,1005.8528,32.7616,329.88310389262375,65.9664314568467,32.93778131006443,32.312747955322266,8.46696949005127,22.871898651123047,329.87880087344666,65.9696689665133,33.114000190650756,-0.00013927742838859558,-0.001134239137172699,0.0017094947397708893,329.83821588939844,65.9694845514057,33.11346060570633,0.01903199963271618,0.030743999406695366,0.014883999712765217
118,2022-04-19 22:58:01.768762,-2.2898132255229107,70.64535300355398,415.0741908284502,34.7247,29.6831,34.7247,33.4521,1005.8643,33.3007,329.8589318531511,65.93325722804796,33.49157304796906,31.651376724243164,8.507829666137695,23.122108459472656,329.8578800040189,65.93475303947619,33.68795806207986,-0.0028882697224617004,-0.000829063355922699,-0.000733664259314537,329.82149900140485,65.89787684814729,33.68617879780107,0.020983999595046043,0.03171999752521515,0.011711999773979187
119,2022-04-19 22:58:12.013943,-1.767283428915109,71.01383744022453,414.96762249379293,34.6536,29.5087,34.6536,33.4479,1005.8794,33.902,329.78860822545664,65.9739719856904,34.09762256321346,31.719396591186523,8.842301368713379,23.457399368286133,329.7874163574465,65.9718546270477,34.29330065274516,-0.0010555349290370941,0.0010032504796981812,0.0014039762318134308,329.78448962138714,66.08353505016657,34.2959336906702,0.019763998687267303,0.030743999406695366,0.013419999741017818
120,2022-04-19 22:58:22.256307,-1.2447430369568235,71.3820347873807,414.86434116486026,34.7247,29.4169,34.7247,33.4479,1005.8525,34.5166,329.7787249417276,66.090180824229,34.73847530737367,30.834552764892578,9.724248886108398,23.748619079589844,329.77747160201494,66.09277629611361,34.95688768155775,-0.0007498152554035187,0.0013082697987556458,0.002014424651861191,329.7194115789752,66.18751101990168,34.96253283290677,0.018055999651551247,0.03001200035214424,0.01439599972218275
121,2022-04-19 22:58:32.503562,-0.7218764968005666,71.75025483983742,414.76429785939143,34.7958,29.5944,34.7958,33.4604,1005.8774,35.1931,329.7554681476037,66.15092169651793,35.422006488562694,30.41480827331543,10.239058494567871,23.998828887939453,329.7596892045108,66.14654354525995,35.654594920369135,0.0010828673839569092,0.0006969347596168518,-0.00042883679270744324,329.7535864304874,66.1461678848556,35.65525744871863,0.02025200054049492,0.03147599846124649,0.010491999797523022
122,2022-04-19 22:58:42.736373,-0.19969038177486412,72.1178763041458,414.66769105655135,34.7069,29.625,34.7069,33.45,1005.8918,35.9047,329.7305482024169,66.2539004586342,36.153041635429155,30.208192825317383,10.510767936706543,24.583690643310547,329.73063357978157,66.25269834534028,36.39536991699204,-0.00013819336891174316,0.003140196204185486,-0.0019559282809495926,329.72218805087283,66.24756204308443,36.39834446437558,0.019763998687267303,0.031231999397277832,0.011711999773979187
123,2022-04-19 22:58:52.978893,0.3230182194886996,72.48583341012312,414.57430501168324,34.7425,29.4353,34.7425,33.4479,1005.8809,36.6436,329.7147909560017,66.31137650049986,36.89382004714665,29.873823165893555,11.078325271606445,24.873796463012695,329.71435382389484,66.31046125515108,37.14476119725291,-0.00044359639286994934,0.0010021477937698364,-0.0013444498181343079,329.71152954067304,66.28605015905745,37.14533834823778,0.02122800052165985,0.030499998480081558,0.015371999703347683
124,2022-04-19 22:59:03.217022,0.8454946249061621,72.85368212828185,414.4842846643578,34.6358,29.7076,34.6358,33.4521,1005.8608,37.4068,329.68006968935595,66.22585570190213,37.66970221610342,29.317813873291016,11.741943359375,24.939756393432617,329.680513651652,66.22732419257369,37.92962506496825,0.00047241896390914917,0.0013075172901153564,-0.001649118959903717,329.61361536382634,66.14399588469954,37.92747014028511,0.021715998649597168,0.03269600123167038,0.013175999745726585
125,2022-04-19 22:59:13.464378,1.368400279040051,73.22197561222983,414.3975243364963,34.7069,29.4628,34.7069,33.4521,1005.8809,38.1777,329.58867151297744,66.18187611383642,38.430366723589394,29.0024356842041,11.792433738708496,24.755088806152344,329.5920285509545,66.18523656690807,38.68331936440623,-0.00044474750757217407,8.529424667358398e-05,-0.00042695924639701843,329.54753669870104,66.18742905763165,38.68321691156868,0.021959999576210976,0.031231999397277832,0.009759999811649323
126,2022-04-19 22:59:23.699311,1.8906383396424324,73.59002865375626,414.31420918016863,34.6713,29.5882,34.6713,33.4604,1005.8855,38.9544,329.47933384474385,66.31434080259965,39.225124120317496,28.521053314208984,11.731080055236816,24.576080322265625,329.48095942976636,66.31634204802646,39.47443627030671,0.001387573778629303,0.0006955564022064209,0.0011007878929376602,329.50964963937497,66.29863136750862,39.47626334590969,0.02000799961388111,0.030499998480081558,0.01781199872493744
127,2022-04-19 22:59:33.930905,2.4126046419073015,73.95820709909275,414.23427153880425,34.7069,29.4169,34.7069,33.4542,1005.9028,39.7338,329.5288288105644,66.16631694290713,39.99109909988316,28.332748413085938,12.284139633178711,24.867345809936523,329.5279306406885,66.16687018822991,40.24362485387687,0.001082196831703186,0.001306004822254181,-0.0004268959164619446,329.504950469226,66.22181906010266,40.2457353823304,0.02000799961388111,0.032207999378442764,0.012199999764561653
128,2022-04-19 22:59:44.170137,2.9348457386709517,74.32698429750785,414.15763127786533,34.7425,29.6555,34.7425,33.4604,1005.9045,40.5224,329.5117772433014,66.28256676258076,40.803748177142104,27.76280975341797,12.969901084899902,25.208242416381836,329.5128120169607,66.2802991397763,41.07670302694333,-0.0001394525170326233,-0.0005266666412353516,0.0001839902251958847,329.48426524132464,66.18074913262338,41.074718856989435,0.020739998668432236,0.031231999397277832,0.012199999764561653
129,2022-04-19 22:59:54.419811,3.457476060461385,74.69653020471985,414.08428057347425,34.7958,29.5485,34.7958,33.4604,1005.9207,41.3654,329.45981657919054,66.23006992862003,41.65379254010687,27.296327590942383,13.433938026428223,25.48232078552246,329.4627740511012,66.22694853216933,41.94197871175722,0.00047231465578079224,-0.0014428868889808655,-0.00042675435543060303,329.40197170710974,66.19196430324052,41.938498730375095,0.01878799870610237,0.03171999752521515,0.007807999849319458
130,2022-04-19 23:00:04.659437,3.9794192026898676,75.06617202119786,414.01436928664725,34.7425,29.5117,34.7425,33.4521,1005.8943,42.2503,329.4158062552736,66.39225960065116,42.56186960535465,26.73769187927246,13.82576847076416,25.811382293701172,329.413111745646,66.39171318551756,42.87053609923128,-0.0019706040620803833,-0.0008317530155181885,-0.0013431049883365631,329.46840895716645,66.54901244210295,42.86434111765408,0.02122800052165985,0.031964000314474106,0.01268799975514412
131,2022-04-19 23:00:14.909359,4.501689363870606,75.4367167580973,413.94775881874443,34.8491,29.6403,34.8491,33.4583,1005.8989,43.1852,329.4453263328664,66.58480946354298,43.512765126509244,26.132539749145508,13.823822021484375,26.337608337402344,329.44731050282024,66.5802059160424,43.84825035816193,-0.00013828277587890625,0.001611068844795227,0.002627536654472351,329.46626086267247,66.56229716003863,43.852184547123855,0.02122800052165985,0.03171999752521515,0.011223999783396721
132,2022-04-19 23:00:25.157331,5.023629056188784,75.80778787179665,413.88453276046505,34.6536,29.0987,34.6536,33.4625,1005.9055,44.1846,329.4319972187011,66.6406325996295,44.50326891466074,25.83985710144043,14.61482048034668,25.705039978027344,329.43273146403686,66.64152735441077,44.81526512575775,-0.00013838335871696472,0.0006945282220840454,-0.0028701052069664,329.4858839961579,66.52880191234888,44.8172800315629,0.020983999595046043,0.031231999397277832,0.011711999773979187
133,2022-04-19 23:00:35.404151,5.545245425367452,76.17947960398412,413.82468280166887,34.6536,29.4475,34.6536,33.4604,1005.8831,45.1166,329.45270293717,66.58659897310552,45.42732862256635,25.530845642089844,14.948674201965332,26.05923080444336,329.45122761630927,66.59040338847322,45.74804357013888,-0.0007489584386348724,-0.0020539984107017517,-0.0010376721620559692,329.4527712390617,66.594371728381,45.74409230570403,0.020739998668432236,0.030988000333309174,0.013663999736309052
134,2022-04-19 23:00:45.654219,6.066746775844193,76.55203067759246,413.76817874046463,34.6891,29.3496,34.6891,33.4625,1005.8984,46.0843,329.4340701811142,66.58663995424055,46.41455733501082,25.034265518188477,15.790082931518555,25.906824111938477,329.4331310301033,66.58582033154015,46.743936377545516,-0.0010540522634983063,0.0019162222743034363,0.00018402747809886932,329.4338208792095,66.57526768927248,46.74696556644241,0.02000799961388111,0.032207999378442764,0.018543999642133713
135,2022-04-19 23:00:55.895788,6.587495959869742,76.92507563309138,413.7150782899685,34.7425,29.2639,34.7425,33.4646,1005.9072,47.0915,329.479176750393,66.44367043453384,47.431784238289985,24.877098083496094,16.03831672668457,26.353466033935547,329.47841859939507,66.44288496277929,47.76723873409141,0.00627535954117775,-0.0005274191498756409,-0.00073227658867836,329.4888687888252,66.49232870218101,47.76592392267618,0.01781199872493744,0.03147599846124649,0.010735999792814255
136,2022-04-19 23:01:06.138744,7.107973284394737,77.2990484188545,413.66531875570735,34.7069,29.4781,34.7069,33.4708,1005.8936,48.0861,329.53560777331563,66.58688584105067,48.407015723457334,24.75409698486328,16.175525665283203,25.978479385375977,329.53664254697486,66.58372346346495,48.7140122360819,-0.0004437677562236786,-0.0002216920256614685,0.0007949080318212509,329.5771831347935,66.50519677857731,48.715784670171516,0.02122800052165985,0.030988000333309174,0.009759999811649323
137,2022-04-19 23:01:16.385597,7.628264308444306,77.67410296527171,413.6188827566745,34.7247,29.4781,34.7247,33.4688,1005.8884,49.0332,329.52246990444706,66.6237756927579,49.3438410549217,24.55683708190918,16.40156364440918,26.1300106048584,329.5233168479042,66.62552422118543,49.65357647340343,0.0013884752988815308,0.0009996891021728516,0.0007951334118843079,329.54270775495786,66.62125535295417,49.65554015278981,0.020495999604463577,0.031964000314474106,0.012443999759852886
138,2022-04-19 23:01:26.634470,8.148260185378346,78.05025418795064,413.57576969600603,34.6891,29.625,34.6891,33.4708,1005.885,49.9863,329.53465837702095,66.66331565786311,50.31188718108219,23.94783592224121,16.867870330810547,26.053119659423828,329.53812128293015,66.65992105384561,50.6334729777739,0.0010833516716957092,8.346885442733765e-05,-0.0016482044011354446,329.56727594540234,66.64838486433746,50.63277629847856,0.020495999604463577,0.031231999397277832,0.01195599976927042
139,2022-04-19 23:01:36.872782,8.667280660999793,78.42710126877577,413.53601730426175,34.6536,29.5607,34.6536,33.4771,1005.8923,50.9847,329.54587013254354,66.69619618852755,51.33022399010149,23.475069046020508,17.115297317504883,26.539304733276367,329.547372774161,66.69605958474415,51.672771637355964,0.001999165862798691,0.0009996742010116577,0.0007950197905302048,329.56871370022265,66.790343516047,51.67355710911052,0.020495999604463577,0.03294000029563904,0.014639999717473984
140,2022-04-19 23:01:47.122242,9.186403772395092,78.80552081183895,413.49952726805424,34.6358,29.2915,34.6358,33.475,1005.8989,52.0375,329.5849012485556,66.7752214772246,52.399377406545675,22.97149085998535,18.191322326660156,26.55650520324707,329.58413626736854,66.77843166613451,52.76351186667198,0.0007771588861942291,-0.0029706917703151703,-0.0007317643612623215,329.5360209997604,66.78541894965542,52.75923958334614,0.018543999642133713,0.03147599846124649,0.01512799970805645
141,2022-04-19 23:01:57.374030,9.705144334867452,79.18525674710575,413.46632270663224,34.778,29.5668,34.778,33.4813,1005.8967,53.15,329.5859257769311,66.73571566306525,53.53176129923126,22.338233947753906,18.58094596862793,26.160343170166016,329.5845324183404,66.73639185179307,53.903992948618615,-0.0004441067576408386,-0.0005272328853607178,-0.0010378435254096985,329.5518465480673,66.73780570095127,53.902544948514574,0.022204000502824783,0.032207999378442764,0.013419999741017818
142,2022-04-19 23:02:07.619928,10.223062169063816,79.56608147767376,413.4364112645918,34.7069,29.3618,34.7069,33.4792,1005.9204,54.3082,329.51139475270793,66.7505098528075,54.711324723608705,21.992677688598633,18.566389083862305,26.854965209960938,329.51257296033975,66.75243596615344,55.10059769497524,-0.002581283450126648,0.0009999275207519531,0.0004896242171525955,329.5045406578758,66.74888426778503,55.10243843095656,0.020739998668432236,0.03171999752521515,0.010003999806940556
143,2022-04-19 23:02:17.859945,10.740123648489503,79.94806360607215,413.40976914024964,34.7069,29.3282,34.7069,33.4771,1005.8933,55.5092,329.47554991994366,66.86296891749176,55.914626470446535,21.21987533569336,18.80076026916504,26.403532028198242,329.47422486324473,66.86429397419073,56.31459551805331,-0.0001379735767841339,0.000694669783115387,0.0011002253741025925,329.4469553329834,66.85547619997224,56.31604693325194,0.020739998668432236,0.0302559994161129,0.010003999806940556
144,2022-04-19 23:02:28.109056,11.257052504634167,80.3318359119237,413.38633898459676,34.7069,29.3129,34.7069,33.475,1005.8713,56.7615,329.3969139520293,66.95118081062247,57.207851072802164,20.44239616394043,19.65313720703125,26.593767166137695,329.3963743670849,66.94570982909728,57.65443274639969,-0.00013755634427070618,-0.00113774836063385,-0.0004269946366548538,329.401319424044,66.90931858119946,57.6522675764328,0.019276000559329987,0.029767999425530434,0.010003999806940556
145,2022-04-19 23:02:38.350612,11.772944295146381,80.7168253728912,413.36613930885454,34.778,29.5209,34.778,33.4771,1005.8733,58.096,329.3824646868402,66.9991902102985,58.53628530032921,20.171520233154297,19.868330001831055,26.52932357788086,329.3828642529066,67.00081579532095,58.97648416214736,-0.0013594627380371094,-0.00022117793560028076,-0.0016489624977111816,329.407927632066,66.84940416180011,58.976757369714164,0.019519999623298645,0.03171999752521515,0.01512799970805645
146,2022-04-19 23:02:48.606917,12.288991533264394,81.10402373673188,413.34910283595065,34.7958,29.3465,34.7958,33.4833,1005.9062,59.4442,329.438762521074,66.8020982716086,59.90765751207354,19.832319259643555,20.537626266479492,27.088756561279297,329.43559331329914,66.80326623395668,60.36752731870133,0.001083366572856903,-0.0011371970176696777,-0.00012177973985671997,329.41912231211563,66.8346919343279,60.366168111056496,0.019763998687267303,0.03245199844241142,0.010491999797523022
147,2022-04-19 23:02:58.856452,12.803976458559553,81.49262057853704,413.3352482302209,34.778,29.625,34.778,33.4771,1005.8845,60.8289,329.42890314300706,66.93993148905946,61.28304587504984,19.43703842163086,20.923398971557617,26.43828010559082,329.4283567278735,66.93879084746807,61.738025266231894,0.0013890638947486877,0.0003902539610862732,-0.00103849358856678,329.4449575026512,66.88135578673743,61.73838043606874,0.01903199963271618,0.030988000333309174,0.015615999698638916
148,2022-04-19 23:03:09.104080,13.318147244844107,81.88290193935477,413.3245376989718,34.7425,29.524,34.7425,33.4771,1005.8813,62.2226,329.48118141091436,66.80816347959157,62.704428731897,18.64103889465332,21.277877807617188,26.140132904052734,329.48082282598295,66.809386083453,63.18437246449545,0.0013887546956539154,0.0010003671050071716,0.00018336251378059387,329.49703769507255,66.79418208236055,63.18614148349049,0.019519999623298645,0.03147599846124649,0.012199999764561653
149,2022-04-19 23:03:19.353948,13.83167706762371,82.27510240759317,413.31693972849155,34.8136,29.4383,34.8136,33.4771,1005.895,63.6797,329.5063404127221,66.83465095319288,64.17305600723314,18.14039421081543,21.628673553466797,26.504566192626953,329.5072249222196,66.83111291520281,64.6696039297039,-0.001970820128917694,0.001610979437828064,-0.0004270728677511215,329.5038917899046,66.79981698842582,64.67168713740075,0.02025200054049492,0.03147599846124649,0.014151999726891518
150,2022-04-19 23:03:29.594210,14.343919002386206,82.66882930502737,413.31243110178923,34.6891,29.3894,34.6891,33.4833,1005.8828,65.1412,329.5056949598455,66.77963377942842,65.61553048823731,18.253381729125977,21.928234100341797,26.71710777282715,329.5075698467727,66.78372506274127,66.08870550336827,0.0029155611991882324,0.0013056695461273193,0.0007950887084007263,329.49840031781196,66.61822274896268,66.09012618271564,0.01903199963271618,0.030743999406695366,0.012199999764561653
151,2022-04-19 23:03:39.833344,14.855322998461675,83.06453006720199,413.31097274384354,34.7958,29.3526,34.7958,33.4875,1005.8577,66.5956,329.5101004318602,66.65306354391892,67.10561821794563,17.53093147277832,22.608076095581055,26.43436622619629,329.5103258281028,66.65547460069594,67.62130433047076,0.004136629402637482,-0.002053983509540558,-0.0004264693707227707,329.55602320874476,66.57461882130133,67.62032078323028,0.022447999566793442,0.030499998480081558,0.01268799975514412
152,2022-04-19 23:03:50.075599,15.365980082154845,83.46238264125112,413.3125335741567,34.6536,29.4169,34.6536,33.5,1005.8411,68.1613,329.480945769388,66.59106591682271,68.69320689805588,17.086238861083984,22.983055114746094,26.11284065246582,329.4770832974124,66.59299886035782,69.21228761459851,0.00016601011157035828,-0.0011373534798622131,0.002016959711909294,329.5418949624466,66.65142429851812,69.20994485971319,0.01756799966096878,0.03269600123167038,0.012931999750435352
153,2022-04-19 23:04:00.314710,15.875646701896896,83.86230560687066,413.3170801379177,34.6891,29.3343,34.6891,33.4979,1005.8613,69.7274,329.62006989259197,66.68748086714662,70.24932206647071,16.557329177856445,23.102550506591797,26.35667610168457,329.61950640198546,66.69019245224712,70.77271946256879,-0.0013612210750579834,0.001917220652103424,-0.0016481094062328339,329.6091723257712,66.70671467984937,70.77474119856312,0.020739998668432236,0.029279999434947968,0.01512799970805645
154,2022-04-19 23:04:10.555657,16.38444897548029,84.26450741655444,413.3245793091807,34.7602,29.5974,34.7602,33.4917,1005.8643,71.3281,329.57336505904743,66.6268287873169,71.88536410855303,15.935853004455566,23.77121925354004,25.781654357910156,329.57310551185896,66.62875490066284,72.44356131847233,0.0013869591057300568,-0.0008321404457092285,-0.001036839559674263,329.5088334317692,66.7260031340655,72.44480441290128,0.020495999604463577,0.0302559994161129,0.011711999773979187
155,2022-04-19 23:04:20.786121,16.89177137289373,84.66860870881818,413.33498306891755,34.6536,29.3557,34.6536,33.5021,1005.8279,73.0331,329.4730159197616,66.76787219367766,73.61603842158588,15.427584648132324,24.116077423095703,25.961000442504883,329.47259586312765,66.76830932578454,74.19465789712352,-0.0010568834841251373,-0.00022140145301818848,0.001101156696677208,329.46446793801533,66.71538902009529,74.1948218216636,0.01903199963271618,0.03171999752521515,0.01268799975514412
156,2022-04-19 23:04:31.029539,17.398737315986054,85.07561848836748,413.34827946313595,34.7958,29.4414,34.7958,33.5021,1005.8523,74.7849,329.49273809099003,66.74526426752492,75.36647247188759,15.029617309570312,24.446250915527344,26.788347244262695,329.49484861944353,66.74471785239132,75.94936764584564,-0.0010568499565124512,-0.0005267113447189331,-0.0004262961447238922,329.5120367904899,66.66310392199884,75.94909443827885,0.021959999576210976,0.03147599846124649,0.011711999773979187
157,2022-04-19 23:04:41.276976,17.904828633066924,85.4852432571324,413.3644246568459,34.7247,29.8269,34.7247,33.5,1005.8318,76.5641,329.4582183149248,66.72082585067461,77.17819380961181,14.436922073364258,25.05347442626953,26.440814971923828,329.45535646566253,66.72176841678008,77.78977577808392,0.00046970322728157043,8.390098810195923e-05,0.0004899948835372925,329.4239512558588,66.75457381536366,77.79067053286519,0.020739998668432236,0.030988000333309174,0.009759999811649323
158,2022-04-19 23:04:51.513729,18.40937805221541,85.89705649311382,413.38335662900516,34.7425,29.5974,34.7425,33.5042,1005.8623,78.4309,329.3844522718886,66.86866529525955,79.06632447358096,13.92695426940918,25.45747947692871,25.892637252807617,329.3829462151767,66.86877457828626,79.69365685827913,0.0013864263892173767,8.377432823181152e-05,-0.0004262588918209076,329.4247742936538,66.90542537337255,79.69280308463287,0.019276000559329987,0.03001200035214424,0.015371999703347683
159,2022-04-19 23:05:01.697290,18.910202578305658,86.30936209429102,413.4049287154712,34.7602,29.524,34.7602,33.5021,1005.8672,80.3204,329.4411769929456,66.82454910341043,80.94704438230066,13.466036796569824,25.634681701660156,25.79625129699707,329.44357780443886,66.82558729216427,81.5700532572542,0.0013863034546375275,0.0016106665134429932,0.0026279333978891373,329.47531086332276,66.804604951034,81.57355031410924,0.020495999604463577,0.03147599846124649,0.013907999731600285
160,2022-04-19 23:05:11.946416,19.413042488039736,86.72701154300837,413.42935284422276,34.6713,29.3985,34.6713,33.5125,1005.8586,82.2106,329.4702326176748,66.79175053501604,82.8533775004079,12.639766693115234,25.641389846801758,25.467092514038086,329.4707278063897,66.79328732757928,83.49310667844964,-0.001057107001543045,8.387863636016846e-05,0.00018438883125782013,329.40587857531494,66.8331892927105,83.49471177290458,0.02025200054049492,0.03147599846124649,0.014639999717473984
161,2022-04-19 23:05:22.186755,19.914286378268027,87.14715781503149,413.4564354848559,34.7958,29.5209,34.7958,33.5062,1005.8408,84.155,329.41257557579615,66.79759717694556,84.7996467345922,12.409316062927246,25.919620513916016,25.38433837890625,329.41237750031024,66.79900419591458,85.43303749708416,-0.002889517694711685,-0.0008325502276420593,-0.002258744090795517,329.4159223684895,66.74033970113335,85.43058545917212,0.020739998668432236,0.031231999397277832,0.011467999778687954
162,2022-04-19 23:05:32.428391,20.41436036317633,87.57027861455988,413.4861550194374,34.778,29.5209,34.778,33.5167,1005.8594,86.0831,329.38884066843036,66.80186604517682,86.73887404374221,11.694592475891113,26.343067169189453,25.124265670776367,329.3902374421156,66.80496695106001,87.4021673744205,-0.0004463307559490204,0.0013049393892288208,-0.0007313303649425507,329.37121878037175,66.80875770604936,87.40377929906462,0.02000799961388111,0.030988000333309174,0.015615999698638916
163,2022-04-19 23:05:42.667052,20.913010613035286,87.99628460241125,413.51845299005885,34.7602,29.4414,34.7602,33.525,1005.8564,88.0815,329.38444202660486,66.7374573613036,88.7591278870161,11.208263397216797,26.626222610473633,24.928388595581055,329.3869418758411,66.74229313523597,89.42906016156763,-0.002279125154018402,-0.0014434829354286194,-0.0010363571345806122,329.4232716520364,66.53661564875938,89.43015299183483,0.02000799961388111,0.03171999752521515,0.011223999783396721
164,2022-04-19 23:05:52.914085,21.41074528116968,88.42574184520906,413.55332081051,34.7602,29.4108,34.7602,33.5187,1005.8525,90.1219,329.42005804803193,66.61609172994164,90.80733769456285,10.91130256652832,27.110504150390625,24.718748092651367,329.4195901800738,66.61506720156613,91.48438702622953,-0.0010574385523796082,0.0009996965527534485,0.0017122235149145126,329.439626540004,66.59559433224243,91.4873103471943,0.02025200054049492,0.031964000314474106,0.009759999811649323
165,2022-04-19 23:06:03.157255,21.906937035259745,88.85824294795887,413.5906719755454,34.8136,29.3832,34.8136,33.5229,1005.8564,92.1781,329.4265467277434,66.72366720936934,92.855042068111,10.717442512512207,27.328645706176758,24.37469482421875,329.42768395424025,66.72273830364222,93.5206781536746,-0.0007521025836467743,8.351355791091919e-05,-0.0007308870553970337,329.46091623964696,66.59640712475367,93.5223652103996,0.020495999604463577,0.032207999378442764,0.012443999759852886
166,2022-04-19 23:06:13.400138,22.401706463113474,89.29402378635682,413.63046896755725,34.8136,29.3221,34.8136,33.5312,1005.8496,94.1867,329.4578221639529,66.64195082613931,94.85621919303304,9.939970016479492,27.583642959594727,24.52330207824707,329.45607022043083,66.64102192041219,95.53024958108658,-0.002584509551525116,-0.0005274713039398193,0.0017125178128480911,329.41818657619933,66.72163864318586,95.53207324159497,0.017079999670386314,0.03171999752521515,0.015371999703347683
167,2022-04-19 23:06:23.647701,22.895225833478566,89.73337450797594,413.67268130805326,34.7247,29.4047,34.8314,33.525,1005.8254,96.2284,329.5127402999744,66.66890275260418,96.92759700224447,9.171082496643066,28.302698135375977,24.745874404907227,329.5140312057275,66.66933988471106,97.62068361808234,-0.0007520057260990143,0.0009993687272071838,-0.0007308237254619598,329.50785671471783,66.64691637366592,97.62165350494449,0.020739998668432236,0.030743999406695366,0.01512799970805645
168,2022-04-19 23:06:33.888767,23.38698371396509,90.17597717965558,413.71721836391276,34.778,29.5301,34.778,33.5292,1005.7825,98.3348,329.4939743552298,66.59016433185228,99.03199194590374,9.124293327331543,28.40492057800293,24.269155502319336,329.4922463173698,66.58674240707809,99.7152635799043,0.0010806769132614136,-0.0008335039019584656,-0.0019527636468410492,329.5398732264523,66.59183089800976,99.71257931556049,0.02122800052165985,0.030499998480081558,0.011711999773979187
169,2022-04-19 23:06:44.121331,23.87676559238803,90.62176899150496,413.7640084899662,34.6713,29.5821,34.6713,33.5333,1005.8357,100.4071,329.48881756240644,66.6392187504713,101.09352745252117,8.496251106262207,28.61896324157715,24.22820281982422,329.4871851471948,66.64018180714427,101.77218870883199,-0.0025839470326900482,-0.000528194010257721,0.002016928046941757,329.4551891260279,66.63373410856778,101.7726873126414,0.02025200054049492,0.030499998480081558,0.011467999778687954
170,2022-04-19 23:06:54.366648,24.36556736971817,91.07180249851311,413.8131005858962,34.8847,29.3955,34.8847,33.5375,1005.8303,102.4664,329.4288519165883,66.68856003703547,103.15321197787354,7.822655200958252,29.14927864074707,24.456668853759766,329.4250065200856,66.6845712065602,103.83754229119546,-0.002277713268995285,-0.0023607686161994934,-0.00012123584747314453,329.4205259159901,66.63936901463305,103.83403157396208,0.02122800052165985,0.03294000029563904,0.01268799975514412
